signal_date,ticker,signal_type,signal_direction,llm_direction,signal_price,catalyst_tag,news_tone,trade_frame_scenario,conviction,raw_conviction,action,regime,sub_regime,factors_json,factor_reasoning_json,confidence_meta_json,return_1d,return_5d,return_20d,evaluated_1d,evaluated_5d,evaluated_20d,barrier_label,barrier_hit_day,barrier_return,barrier_date
2026-04-17,PLUG,10-K,bull,,2.78,실적,bearish,2.78 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,69,69,buy,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 5, ""fundamentals"": 5, ""momentum"": 17, ""news_tone"": -3, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 10, ""valuation"": 10}",{},{},+15.83%,+12.95%,+24.10%,True,True,True,hit,1,+3.00%,2026-04-20
2026-04-17,SPIR,10-K,bear,,19.54,실적,강세,19.54 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,62,62,watch,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 0, ""fundamentals"": 2, ""momentum"": 19, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 0, ""valuation"": 8}",{},{},-7.11%,-15.51%,-1.74%,True,True,True,hit,1,-2.00%,2026-04-20
2026-04-17,T,10-K,bear,,26.51,실적,약세,26.51 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,67,67,buy,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 4, ""momentum"": 3, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 10}",{},{},-1.24%,-1.17%,-7.85%,True,True,True,hit,2,-2.00%,2026-04-21
2026-04-17,XOM,8-K,bull,,146.44,기타 공시,bullish,146.44 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,57,57,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""momentum"": 10, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 12}",{},{},+0.85%,+1.69%,+9.59%,True,True,True,hit,4,+3.00%,2026-04-23
2026-04-20,AAPL,10-Q,bull,,273.05,실적,bullish,273.05 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,70,70,buy,risk_on,,"{""catalyst_recency"": 18, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": -5, ""momentum"": 11, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},-2.52%,-1.99%,+9.08%,True,True,True,stop,1,-2.00%,2026-04-21
2026-04-20,AMD,8-K,neutral,,274.95,기타 공시,강세,274.95 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,69,69,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -5, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 5, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 8}",{},{},+3.47%,+21.71%,+53.12%,True,True,True,stop,1,+3.00%,2026-04-21
2026-04-20,CAT,8-K,bull,,798.40,기타 공시,neutral,798.40 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,72,72,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 5, ""fundamentals"": 10, ""macro_event"": -6, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 5, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}",{},{},+0.26%,+3.81%,+8.21%,True,True,True,hit,3,+3.00%,2026-04-23
2026-04-20,IONQ,8-K,bull,,48.32,기타 공시,강세,48.32 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,66,66,buy,risk_on,,"{""catalyst_recency"": 5, ""earnings_pattern"": 3, ""fundamentals"": 5, ""macro_event"": -5, ""momentum"": 19, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},-4.22%,-9.27%,+2.05%,True,True,True,stop,1,-2.00%,2026-04-21
2026-04-20,KO,10-K,bull,,75.48,실적,neutral,75.48 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,57,57,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": 1, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}",{},{},-1.03%,-0.05%,+7.58%,True,True,True,hit,6,+3.00%,2026-04-28
2026-04-20,ORA,10-K,bull,,111.70,실적,bullish,111.70 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,57,57,watch,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 3, ""momentum"": 10, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}",{},{},-3.18%,+2.12%,+15.70%,True,True,True,stop,1,-2.00%,2026-04-21
2026-04-20,OXY,8-K,bull,,54.48,기타 공시,중립-강세,54.48 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,59,59,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 8, ""fundamentals"": 8, ""macro_event"": 6, ""momentum"": 8, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 12}",{},{},+3.40%,+5.12%,+9.58%,True,True,True,hit,1,+3.00%,2026-04-21
2026-04-20,PLUG,10-K,bull,,3.22,실적,bullish,3.22 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,71,71,buy,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 5, ""fundamentals"": 5, ""macro_event"": -6, ""momentum"": 17, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 8}",{},{},-4.35%,-4.35%,+7.14%,True,True,True,stop,1,-2.00%,2026-04-21
2026-04-20,SPIR,10-K,bear,,18.15,실적,neutral,18.15 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,55,55,watch,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 0, ""fundamentals"": 2, ""macro_event"": -6, ""momentum"": 19, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 10}",{},{},+3.25%,-9.59%,+5.79%,True,True,True,stop,1,+3.00%,2026-04-21
2026-04-20,T,10-K,bear,,26.18,실적,약세,26.18 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,66,buy,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 4, ""macro_event"": -4, ""momentum"": 3, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},-1.15%,-2.52%,-6.68%,True,True,True,hit,2,-2.00%,2026-04-22
2026-04-20,XOM,8-K,bull,,147.68,기타 공시,중립-강세,147.68 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,58,58,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 6, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 12}",{},{},+0.46%,+0.35%,+8.67%,True,True,True,hit,6,+3.00%,2026-04-28
2026-04-21,AAPL,10-Q,bear,,266.17,실적,중립-약강세,266.17 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,67,67,buy,risk_on,,"{""catalyst_recency"": 18, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -8, ""macro_regime"": 5, ""momentum"": 9, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},+2.63%,+0.54%,+13.56%,True,True,True,stop,2,+3.00%,2026-04-23
2026-04-21,AMD,8-K,bull,,284.49,기타 공시,bullish,284.49 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,71,71,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -8, ""macro_regime"": 5, ""momentum"": 17, ""news_tone"": 5, ""peer_rank"": 5, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 8}",{},{},+6.67%,+17.62%,+57.33%,True,True,True,hit,1,+3.00%,2026-04-22
2026-04-21,CAT,8-K,bull,,800.45,기타 공시,bullish,800.45 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,72,72,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 5, ""fundamentals"": 10, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}",{},{},+1.05%,+3.54%,+9.01%,True,True,True,hit,2,+3.00%,2026-04-23
2026-04-21,IONQ,8-K,bull,,46.28,기타 공시,강세,46.28 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,66,66,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 3, ""fundamentals"": 5, ""macro_event"": -8, ""macro_regime"": 5, ""momentum"": 16, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},+2.33%,-5.27%,+13.38%,True,True,True,hit,1,+3.00%,2026-04-22
2026-04-21,KO,10-K,bull,,74.70,실적,bullish,74.70 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,56,56,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": 1, ""macro_regime"": -3, ""momentum"": 10, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}",{},{},-0.09%,+0.99%,+9.17%,True,True,True,hit,3,+3.00%,2026-04-24
2026-04-21,ORA,10-K,bull,,108.15,실적,bullish,108.15 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,57,57,watch,risk_on,,"{""catalyst_recency"": 18, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 2, ""macro_regime"": -3, ""momentum"": 10, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 12}",{},{},-1.06%,+5.47%,+21.85%,True,True,True,hit,2,+3.00%,2026-04-23
2026-04-21,OXY,8-K,bull,,56.33,기타 공시,neutral,56.33 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,71,71,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 8, ""fundamentals"": 8, ""macro_event"": 6, ""macro_regime"": 2, ""momentum"": 13, ""news_tone"": 0, ""peer_rank"": 8, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 5, ""valuation"": 10}",{},{},+1.28%,+1.67%,+4.51%,True,True,True,hit,2,+3.00%,2026-04-23
2026-04-21,PLUG,10-K,bull,,3.08,실적,강세,3.08 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,69,69,buy,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 5, ""fundamentals"": 5, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}",{},{},+3.57%,+0.00%,+7.47%,True,True,True,hit,1,+3.00%,2026-04-22
2026-04-21,SPIR,10-K,bull,,18.74,실적,bearish,18.74 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,52,52,watch,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 0, ""fundamentals"": 2, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": -3, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 10}",{},{},-2.51%,-12.43%,+7.15%,True,True,True,hit,1,+3.00%,2026-04-22
2026-04-21,T,10-K,bull,,25.88,실적,중립-약부정,25.88 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,66,buy,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 4, ""macro_event"": -4, ""macro_regime"": 4, ""momentum"": 3, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}",{},{},+0.39%,-1.39%,-3.67%,True,True,True,stop,1,-2.00%,2026-04-22
2026-04-21,XOM,8-K,bull,,148.36,기타 공시,중립,148.36 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,56,56,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 6, ""macro_regime"": 2, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 12}",{},{},+0.77%,-0.11%,+5.34%,True,True,True,hit,6,+3.00%,2026-04-29
2026-04-22,AAPL,10-Q,bear,,273.17,실적,중립,273.17 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,62,69,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 9, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-7 / 하드 촉매 2026-01-30"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +18.8% / 기관 보유 65.3%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 -7.5% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""Technology 섹터 비중 57.7%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.749, ""data_quality"": 0.64, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",+0.10%,-1.10%,+10.65%,True,True,True,hit,3,-2.00%,2026-04-27
2026-04-22,AMD,8-K,bull,,303.46,기타 공시,bullish,303.46 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,71,75,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 19, ""news_tone"": 5, ""peer_rank"": 8, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 8}","{""catalyst_recency"": ""실적 D-12"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +319.1% / 기관 보유 72.2%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +31.6% / SMA50·SMA200 위 / 상대 거래량 1.32배"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""portfolio_risk"": ""Technology 섹터 비중 57.7%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.86, ""data_quality"": 1, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",+0.62%,+11.09%,+47.49%,True,True,True,hit,2,+3.00%,2026-04-24
2026-04-22,CAT,8-K,bear,,808.87,기타 공시,중립,808.87 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,65,72,buy,risk_on,,"{""catalyst_recency"": 15, ""earnings_pattern"": 5, ""fundamentals"": 10, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-7"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +48.3% / 기관 보유 72.6%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +8.8% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.749, ""data_quality"": 0.64, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",+3.26%,+0.15%,+7.87%,True,True,True,stop,1,+3.00%,2026-04-23
2026-04-22,IONQ,8-K,neutral,,47.36,기타 공시,긍정적,47.36 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,62,68,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 3, ""fundamentals"": 5, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-13"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 개선 / 평균 서프라이즈 +1.4%"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +28.7% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""portfolio_risk"": ""Technology 섹터 비중 57.7%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.7915, ""data_quality"": 0.84, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.65}",-7.88%,-11.09%,+10.79%,True,True,True,stop,1,-2.00%,2026-04-23
2026-04-22,KO,10-K,bull,,74.63,실적,neutral,74.63 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,50,53,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": 1, ""macro_regime"": -3, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-5 / 하드 촉매 2026-02-20"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +13.5% / 기관 보유 66.7%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer defensive 섹터 편향 -3"", ""momentum"": ""섹터 대비 -1.3%"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 0% (0/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.848, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",+2.21%,+5.68%,+9.27%,True,True,True,hit,2,+3.00%,2026-04-24
2026-04-22,ORA,10-K,bull,,107.00,실적,bullish,107.00 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,51,56,watch,risk_on,,"{""catalyst_recency"": 18, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 3, ""macro_regime"": -3, ""momentum"": 8, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-13 / 하드 촉매 2026-02-26"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +27.7% / 기관 보유 97.4%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 utilities 섹터 편향 -3"", ""momentum"": ""섹터 대비 -2.1%"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 0% (0/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.788, ""data_quality"": 0.82, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",+6.17%,+3.10%,+23.16%,True,True,True,hit,1,+3.00%,2026-04-23
